date,year,month,month_num,quarter,price,month_sin,month_cos,price_lag_1,price_lag_3,price_lag_6,price_lag_12,price_rolling_mean_3,price_rolling_mean_6,price_rolling_std_3,price_pct_change_1,price_pct_change_3,price_pct_change_12,price_yoy_change
2018-02-01,2018,February,2,1,105.6,0.8660254037844386,0.5000000000000001,104.29,104.95,101.72,97.71,104.21666666666665,104.82666666666667,1.4214194783146488,0.012561127624892032,0.006193425440685907,0.08074915566472218,0.08074915566472218
2018-03-01,2018,March,3,1,103.24,1.0,6.123233995736766e-17,105.6,102.76,103.84,97.52,104.37666666666667,104.72666666666667,1.1823845962005237,-0.02234848484848484,0.004671078240560345,0.058654634946677664,0.058654634946677664
2018-04-01,2018,April,4,2,103.5,0.8660254037844387,-0.4999999999999998,103.24,104.29,107.52,98.28,104.11333333333333,104.05666666666667,1.294037608932722,0.0025184037194885267,-0.007575031163102985,0.05311355311355315,0.05311355311355315
2018-05-01,2018,May,5,2,108.77,0.49999999999999994,-0.8660254037844387,103.5,105.6,104.95,100.76,105.17,104.69333333333333,3.1204006153054746,0.050917874396135154,0.030018939393939403,0.0794958316792378,0.0794958316792378
2018-06-01,2018,June,6,2,112.14,1.2246467991473532e-16,-1.0,108.77,103.24,102.76,103.0,108.13666666666666,106.25666666666666,4.354679475384104,0.03098280775949247,0.0862068965517242,0.08873786407766993,0.08873786407766993
2018-07-01,2018,July,7,3,109.59,-0.4999999999999997,-0.8660254037844388,112.14,103.5,104.29,103.15,110.16666666666667,107.14,1.7574508053801077,-0.022739432851792363,0.058840579710145,0.06243334949103252,0.06243334949103252
2018-08-01,2018,August,8,3,113.7,-0.8660254037844385,-0.5000000000000004,109.59,108.77,105.6,101.72,111.81,108.49000000000001,2.074777096460618,0.03750342184505895,0.04532499770157217,0.1177742823436887,0.1177742823436887
2018-09-01,2018,September,9,3,110.91,-1.0,-1.8369701987210297e-16,113.7,112.14,103.24,103.84,111.40000000000002,109.76833333333333,2.098356499739172,-0.02453825857519798,-0.010968432316746934,0.06808551617873637,0.06808551617873637
2018-10-01,2018,October,10,4,113.23,-0.8660254037844386,0.5000000000000001,110.91,109.59,103.5,107.52,112.61333333333333,111.39,1.4937313457682901,0.020917861329005527,0.033214709371293116,0.05310639880952395,0.05310639880952395
2018-11-01,2018,November,11,4,109.98,-0.5000000000000004,0.8660254037844384,113.23,113.7,108.77,104.95,111.37333333333333,111.59166666666665,1.673808033596147,-0.028702640642939148,-0.032717678100263825,0.047927584564078085,0.047927584564078085
